image_path,mar,nose_chin_distance,label
YawnDD\yawn\1-FemaleNoGlasses_f001653_mar0.627.jpg,0.4524419216152732,0.9733024313183916,1
YawnDD\yawn\1-FemaleNoGlasses_f001656_mar0.643.jpg,0.4737991082767511,0.9805635119655041,1
YawnDD\yawn\1-FemaleNoGlasses_f001659_mar0.648.jpg,0.49739058294721844,0.9954394344142747,1
YawnDD\yawn\1-FemaleNoGlasses_f001662_mar0.635.jpg,0.4760402695688346,0.9968407170748342,1
YawnDD\yawn\1-FemaleNoGlasses_f001665_mar0.655.jpg,0.4715774378712925,0.9905344295880081,1
YawnDD\yawn\1-FemaleNoGlasses_f001668_mar0.654.jpg,0.5005478875923677,0.9930275934563267,1
YawnDD\yawn\1-FemaleNoGlasses_f001671_mar0.676.jpg,0.5105528279549295,1.0099205180404458,1
YawnDD\yawn\1-FemaleNoGlasses_f001674_mar0.665.jpg,0.5046383815043662,0.9992389108555465,1
YawnDD\yawn\1-FemaleNoGlasses_f001677_mar0.679.jpg,0.508632710723932,1.0170549484522255,1
YawnDD\yawn\1-FemaleNoGlasses_f001680_mar0.669.jpg,0.4930440050565926,1.030491011477439,1
YawnDD\yawn\1-FemaleNoGlasses_f001683_mar0.673.jpg,0.49413978436217487,1.0272289725774508,1
YawnDD\yawn\1-FemaleNoGlasses_f001686_mar0.671.jpg,0.5055118590985186,1.0571002809503345,1
YawnDD\yawn\1-FemaleNoGlasses_f001689_mar0.639.jpg,0.4982084365245168,1.0746176862155867,1
YawnDD\yawn\1-FemaleNoGlasses_f001692_mar0.655.jpg,0.5044568559529271,1.0678351791620733,1
YawnDD\yawn\1-FemaleNoGlasses_f001695_mar0.665.jpg,0.5092126720891351,1.0560362715202731,1
YawnDD\yawn\1-FemaleNoGlasses_f001698_mar0.684.jpg,0.5168038622434198,1.053157243372683,1
YawnDD\yawn\1-FemaleNoGlasses_f001701_mar0.686.jpg,0.5250376494037785,1.0460656537253055,1
YawnDD\yawn\1-FemaleNoGlasses_f001704_mar0.699.jpg,0.5271647994491196,1.0444570385339094,1
YawnDD\yawn\1-FemaleNoGlasses_f001707_mar0.683.jpg,0.513634464209952,1.062660548733969,1
YawnDD\yawn\1-FemaleNoGlasses_f001710_mar0.699.jpg,0.5220572445234795,1.0456997716556418,1
YawnDD\yawn\1-FemaleNoGlasses_f001713_mar0.680.jpg,0.49323235618205263,1.0274233504035999,1
YawnDD\yawn\1-FemaleNoGlasses_f001716_mar0.653.jpg,0.48814261403761294,1.0085062730627739,1
YawnDD\yawn\1-FemaleNoGlasses_f001719_mar0.682.jpg,0.45233014354168277,0.9941994241321175,1
YawnDD\yawn\1-FemaleNoGlasses_f001722_mar0.680.jpg,0.4625915990397022,0.9866797627675823,1
YawnDD\yawn\1-FemaleNoGlasses_f001725_mar0.663.jpg,0.4533642200314335,0.9824390450101395,1
YawnDD\yawn\1-FemaleNoGlasses_f001728_mar0.612.jpg,0.4456554446529305,0.9704120947220299,1
YawnDD\yawn\1-FemaleNoGlasses_f001731_mar0.621.jpg,0.42322598811404655,0.9481695543095059,1
YawnDD\yawn\1-FemaleNoGlasses_f001734_mar0.606.jpg,0.4156516303091298,0.9354697994696215,1
YawnDD\yawn\1-MaleGlasses_f000756_mar0.642.jpg,0.5269940296008321,1.2212015900098325,1
YawnDD\yawn\1-MaleGlasses_f000759_mar0.684.jpg,0.5771828580771332,1.2243842486351544,1
YawnDD\yawn\1-MaleGlasses_f000762_mar0.839.jpg,0.6222720703218882,1.2134600642703868,1
YawnDD\yawn\1-MaleGlasses_f000765_mar0.872.jpg,0.6335650467959164,1.2679186746415123,1
YawnDD\yawn\1-MaleGlasses_f000768_mar0.904.jpg,0.6900143337281343,1.2735304911120213,1
YawnDD\yawn\1-MaleGlasses_f000771_mar0.850.jpg,0.686062619554045,1.25291554818272,1
YawnDD\yawn\1-MaleGlasses_f000774_mar0.869.jpg,0.7067839062628762,1.2589476281313086,1
YawnDD\yawn\1-MaleGlasses_f000777_mar0.853.jpg,0.7173468080569667,1.2623743729830432,1
YawnDD\yawn\1-MaleGlasses_f000780_mar0.867.jpg,0.7082207805311214,1.2718195938752828,1
YawnDD\yawn\1-MaleGlasses_f000783_mar0.906.jpg,0.6530312994029155,1.2742223676702022,1
YawnDD\yawn\1-MaleGlasses_f000786_mar0.927.jpg,0.6340187149113229,1.3435504301731014,1
YawnDD\yawn\1-MaleGlasses_f000789_mar0.996.jpg,0.64576804666416,1.2928952240141633,1
YawnDD\yawn\1-MaleGlasses_f000792_mar0.999.jpg,0.8162487370766138,1.3029527148891291,1
YawnDD\yawn\1-MaleGlasses_f000795_mar1.021.jpg,0.7757455552498321,1.2353470583452693,1
YawnDD\yawn\1-MaleGlasses_f000798_mar1.061.jpg,0.8125205598269343,1.299967465547091,1
YawnDD\yawn\1-MaleGlasses_f000801_mar1.050.jpg,0.762854826493646,1.2373259382341992,1
YawnDD\yawn\1-MaleGlasses_f000804_mar1.035.jpg,0.7662833422381458,1.3193609649371936,1
YawnDD\yawn\1-MaleGlasses_f000807_mar1.005.jpg,0.7370106735710342,1.271146845122571,1
YawnDD\yawn\1-MaleGlasses_f000810_mar1.016.jpg,0.7401134710168049,1.2939208237487,1
YawnDD\yawn\1-MaleGlasses_f000813_mar0.977.jpg,0.7563153847675975,1.2992507940420583,1
YawnDD\yawn\1-MaleGlasses_f000816_mar0.984.jpg,0.6027177769401194,1.3000505402750342,1
YawnDD\yawn\1-MaleGlasses_f000819_mar1.009.jpg,0.6413112030614255,1.3137197711801492,1
YawnDD\yawn\1-MaleGlasses_f000822_mar0.969.jpg,0.6656677003748528,1.2870536374934283,1
YawnDD\yawn\1-MaleGlasses_f000825_mar0.937.jpg,0.7094785851805424,1.282546429113966,1
YawnDD\yawn\1-MaleGlasses_f000828_mar0.876.jpg,0.6954709584274541,1.2800875146680784,1
YawnDD\yawn\1-MaleGlasses_f000831_mar0.850.jpg,0.6889178818758219,1.290099406436405,1
YawnDD\yawn\1-MaleGlasses_f000834_mar0.758.jpg,0.6647478118851456,1.282111198345386,1
YawnDD\yawn\1-MaleGlasses_f000837_mar0.707.jpg,0.5972492908110992,1.241177186724043,1
YawnDD\yawn\1-MaleGlasses_f000840_mar0.613.jpg,0.526792384055494,1.1659468262479076,1
YawnDD\yawn\1-MaleGlasses_f001602_mar0.624.jpg,0.5229136507562318,1.211295789466268,1
YawnDD\yawn\1-MaleGlasses_f001605_mar0.642.jpg,0.5427352323687841,1.2068137539203716,1
YawnDD\yawn\1-MaleGlasses_f001608_mar0.655.jpg,0.5277691234569952,1.2193887425744314,1
YawnDD\yawn\1-MaleGlasses_f001611_mar0.770.jpg,0.5735665679659203,1.2025173428489089,1
YawnDD\yawn\1-MaleGlasses_f001614_mar0.721.jpg,0.5958032371623289,1.222248110314295,1
YawnDD\yawn\1-MaleGlasses_f001617_mar0.799.jpg,0.6143394960877411,1.2452302706679592,1
YawnDD\yawn\1-MaleGlasses_f001620_mar0.891.jpg,0.6379682026520466,1.2453698345664364,1
YawnDD\yawn\1-MaleGlasses_f001623_mar0.936.jpg,0.7191949934582692,1.229406498186702,1
YawnDD\yawn\1-MaleGlasses_f001626_mar0.967.jpg,0.7152151074892735,1.3236516848901902,1
YawnDD\yawn\1-MaleGlasses_f001629_mar1.007.jpg,0.7428397880002537,1.3368710555580001,1
YawnDD\yawn\1-MaleGlasses_f001632_mar1.063.jpg,0.7549369722043159,1.2741501750167006,1
YawnDD\yawn\1-MaleGlasses_f001635_mar1.044.jpg,0.703605649891233,1.3437177749057199,1
YawnDD\yawn\1-MaleGlasses_f001638_mar1.075.jpg,0.705660109113331,1.3316573825925926,1
YawnDD\yawn\1-MaleGlasses_f001641_mar1.057.jpg,0.7063974465031635,1.3159039891488047,1
YawnDD\yawn\1-MaleGlasses_f001644_mar1.126.jpg,0.7423564199784299,1.3213981968490864,1
YawnDD\yawn\1-MaleGlasses_f001647_mar1.123.jpg,0.7624442385931728,1.3134942519635482,1
YawnDD\yawn\1-MaleGlasses_f001650_mar1.146.jpg,0.7566763286386677,1.3438259846350726,1
YawnDD\yawn\1-MaleGlasses_f001653_mar1.079.jpg,0.7678840157088631,1.3342874674009748,1
YawnDD\yawn\1-MaleGlasses_f001656_mar1.147.jpg,0.7975231792908996,1.28831649657593,1
YawnDD\yawn\1-MaleGlasses_f001659_mar1.120.jpg,0.8581626271410109,1.2673322193069103,1
YawnDD\yawn\1-MaleGlasses_f001662_mar1.031.jpg,0.7152424800315842,1.3041517607212583,1
YawnDD\yawn\1-MaleGlasses_f001665_mar0.959.jpg,0.685222283222274,1.3133565188376783,1
YawnDD\yawn\1-MaleGlasses_f001668_mar0.955.jpg,0.7018893184553754,1.316801645664855,1
YawnDD\yawn\1-MaleGlasses_f001671_mar1.040.jpg,0.6553022072190464,1.2726476777935447,1
YawnDD\yawn\1-MaleGlasses_f001674_mar1.199.jpg,0.6703365587190944,1.3577329508768776,1
YawnDD\yawn\1-MaleGlasses_f001677_mar1.104.jpg,0.7652869680569888,1.3068239231264593,1
YawnDD\yawn\1-MaleGlasses_f001680_mar1.092.jpg,0.8251544008930854,1.3370376274664606,1
YawnDD\yawn\1-MaleGlasses_f001683_mar1.088.jpg,0.8295356111020906,1.3138114825824496,1
YawnDD\yawn\1-MaleGlasses_f001686_mar1.011.jpg,0.7448318852210911,1.298268475052625,1
YawnDD\yawn\1-MaleGlasses_f001689_mar0.934.jpg,0.7035439799089002,1.2861957262077917,1
YawnDD\yawn\1-MaleGlasses_f001692_mar0.790.jpg,0.6627528703996424,1.2677654586851628,1
YawnDD\yawn\1-MaleGlasses_f001695_mar0.745.jpg,0.5989330971199072,1.248303281049956,1
YawnDD\yawn\1-MaleGlasses_f001698_mar0.710.jpg,0.5537966712055691,1.2333935513881362,1
YawnDD\yawn\1-MaleGlasses_f001701_mar0.653.jpg,0.5381204650065211,1.190569270269494,1
YawnDD\yawn\1-MaleGlasses_f001704_mar0.625.jpg,0.5026219835802062,1.2002137737064156,1
YawnDD\yawn\1-MaleGlasses_f001707_mar0.601.jpg,0.5137342132907177,1.1707896266527955,1
YawnDD\yawn\1-MaleGlasses_f002310_mar0.608.jpg,0.5669032584951076,1.2045443940925544,1
YawnDD\yawn\1-MaleGlasses_f002313_mar0.728.jpg,0.5686908287216077,1.2054866498313253,1
YawnDD\yawn\1-MaleGlasses_f002316_mar0.773.jpg,0.6060429372431644,1.2730166003170882,1
YawnDD\yawn\1-MaleGlasses_f002319_mar0.761.jpg,0.6474874336231253,1.2700336157063004,1
YawnDD\yawn\1-MaleGlasses_f002322_mar0.780.jpg,0.6579751073816291,1.2834357465334223,1
YawnDD\yawn\1-MaleGlasses_f002325_mar0.782.jpg,0.6725092766208901,1.2810978153652275,1
YawnDD\yawn\1-MaleGlasses_f002328_mar0.816.jpg,0.6393804029990109,1.2591333629479788,1
YawnDD\yawn\1-MaleGlasses_f002331_mar0.809.jpg,0.7043037712624615,1.2779898321994483,1
YawnDD\yawn\1-MaleGlasses_f002334_mar0.882.jpg,0.7164163313747414,1.2815288262664872,1
YawnDD\yawn\1-MaleGlasses_f002337_mar0.945.jpg,0.665168314246717,1.279784904370227,1
YawnDD\yawn\1-MaleGlasses_f002340_mar0.982.jpg,0.646373241454258,1.2792846582967266,1
YawnDD\yawn\1-MaleGlasses_f002343_mar0.997.jpg,0.6446186377557808,1.329175781319415,1
YawnDD\yawn\1-MaleGlasses_f002346_mar1.019.jpg,0.6617770879380558,1.3003462817098155,1
YawnDD\yawn\1-MaleGlasses_f002349_mar1.007.jpg,0.6472969648532243,1.325340022280384,1
YawnDD\yawn\1-MaleGlasses_f002352_mar1.018.jpg,0.6674814150769626,1.3002585609002852,1
YawnDD\yawn\1-MaleGlasses_f002355_mar1.024.jpg,0.705179794348063,1.284842644301163,1
YawnDD\yawn\1-MaleGlasses_f002358_mar0.997.jpg,0.7230619224962314,1.2597011536009637,1
YawnDD\yawn\1-MaleGlasses_f002361_mar0.959.jpg,0.6631531957060897,1.3112412634570236,1
YawnDD\yawn\1-MaleGlasses_f002364_mar0.885.jpg,0.5910105232957725,1.2890306094282091,1
YawnDD\yawn\1-MaleGlasses_f002367_mar0.859.jpg,0.6173911244176825,1.2795222341037464,1
YawnDD\yawn\1-MaleGlasses_f002370_mar0.869.jpg,0.5986168548168502,1.284482622424823,1
YawnDD\yawn\1-MaleGlasses_f002373_mar0.933.jpg,0.6111471976517997,1.2425051235803608,1
YawnDD\yawn\1-MaleGlasses_f002376_mar1.027.jpg,0.6864609500865685,1.308989940584172,1
YawnDD\yawn\1-MaleGlasses_f002379_mar1.028.jpg,0.6496077432493517,1.3049198906866257,1
