idx,time_sec,mar,ear,nose_chin
0,0.0,0.07652601039837656,0.2888364000561755,0.7951493370027268
1,0.033333,0.0737060027835626,0.2874357509088812,0.7872344887012684
2,0.066666,0.07241302834976152,0.30140047303252737,0.7956891777478635
3,0.09999899999999999,0.07465594783353266,0.2884110068366885,0.8182584335655513
4,0.133332,0.07423009577573562,0.2642173139203355,0.7952853204086052
5,0.16666499999999998,0.07403360816799262,0.13224280094206498,0.7770463128847677
6,0.19999799999999998,0.07491542553730751,0.10334637380380388,0.7739999306770418
7,0.23333099999999998,0.07380628460932336,0.13236728711646223,0.7652066180787456
8,0.266664,0.07608297160442219,0.20967178036485234,0.7801778060794727
9,0.29999699999999996,0.07483126902132453,0.22768676902568052,0.7912706401722206
10,0.33332999999999996,0.07185512689589088,0.2625363587640345,0.7996552949618111
11,0.36666299999999996,0.07354513095753717,0.2692006884748491,0.7994238377896723
12,0.39999599999999996,0.07212357508666682,0.27001680969503294,0.8010431650067098
13,0.43332899999999996,0.07429854896413511,0.2636120850644274,0.8080556364914311
14,0.46666199999999997,0.07327350005564366,0.27430450663220884,0.7968201593864934
15,0.49999499999999997,0.07197374053223322,0.2724832694963021,0.8052384687455302
16,0.533328,0.07283978265162924,0.27070411025225005,0.8028661765679459
17,0.566661,0.0730616224210355,0.27536752042499946,0.7990731398531657
18,0.5999939999999999,0.07289939784247723,0.29130507702017866,0.8031342453370547
19,0.633327,0.0723232049168437,0.28008559023438007,0.7999325635946951
20,0.6666599999999999,0.07221616813622508,0.28044685546930703,0.8019349330196143
21,0.699993,0.07389949855482386,0.2813836239158445,0.8025936208160688
22,0.7333259999999999,0.0723053505044223,0.2788296967866919,0.8037131432065311
23,0.766659,0.0726912271842771,0.2709714108120087,0.8101625152715852
24,0.7999919999999999,0.07206192045234253,0.19201616163854524,0.7961477205791401
25,0.833325,0.07288260551455142,0.10055552448072862,0.7972314324384722
26,0.8666579999999999,0.07477250001117769,0.09810258520534115,0.8005682586633089
27,0.899991,0.07379945478393485,0.10445530081485063,0.7951846355153689
28,0.9333239999999999,0.07447255710598061,0.09997723332082215,0.7979678357801683
29,0.966657,0.07454337249182079,0.1478190432209552,0.800848506217971
30,0.9999899999999999,0.09331102143662517,0.22307734535892032,0.8163882263641188
31,1.033323,0.1354442962498909,0.25254817912925875,0.8276681813258213
32,1.066656,0.15715636025878316,0.2635137071685393,0.8267759007853941
33,1.0999889999999999,0.16840256981343305,0.2671714217938126,0.8347433236284229
34,1.133322,0.17121869898670627,0.27506022818296605,0.8289494299013821
35,1.166655,0.16533929971186992,0.27662711486170993,0.8253069102854356
36,1.1999879999999998,0.16032438496832344,0.2751057906281215,0.8197464621762863
37,1.233321,0.15959844492208725,0.27929795172614186,0.8143818938245855
38,1.266654,0.14960393577317768,0.27365474360890607,0.814979242789016
39,1.299987,0.14699632589257225,0.27027319716026155,0.8126861798472046
40,1.3333199999999998,0.14141699568198116,0.26287069472672203,0.8050357486429052
41,1.366653,0.14159837339713216,0.2631661263552308,0.8100211489495508
42,1.399986,0.143744335155423,0.2689809332776504,0.80992890090557
43,1.433319,0.14135179194605776,0.266411779004814,0.8057587690623321
44,1.4666519999999998,0.13339398444557263,0.2757630612082591,0.8097519641630905
45,1.499985,0.12613476430763884,0.27398636615682803,0.803843519452247
46,1.533318,0.12471393404385112,0.27050483798963953,0.8132611449041467
47,1.566651,0.12724355680547333,0.2736693523135705,0.8062752169834678
48,1.5999839999999999,0.1276739316234551,0.27434479720536237,0.8097698550686669
49,1.633317,0.1230375135885717,0.27625236522570207,0.8091935864186642
50,1.66665,0.13110476378324665,0.27591591340026145,0.8046792976296891
51,1.699983,0.1234335482665985,0.27955973778371057,0.8199392162420919
52,1.7333159999999999,0.12086479337976716,0.2675758241582039,0.8180681936401597
53,1.766649,0.11742406038922619,0.27526357758297254,0.817910764826781
54,1.799982,0.1075046972517822,0.2806906150013184,0.8177456667890913
55,1.8333149999999998,0.09513651283924064,0.2785942884971845,0.8185350770296376
56,1.8666479999999999,0.07434490221810797,0.28408007019461773,0.8212169338756438
57,1.899981,0.07418373973885521,0.2917183407899403,0.8179583293815862
58,1.933314,0.0724851952622522,0.2815235456439708,0.8186034059078297
59,1.9666469999999998,0.07457686906453978,0.2839071409089509,0.8169016354321181
60,1.9999799999999999,0.0736790859298908,0.27945698056486207,0.813984866864065
61,2.0333129999999997,0.07220565374802797,0.2713433831321192,0.8162409245174512
62,2.066646,0.07504393203479492,0.2762116784042653,0.814180057488117
63,2.099979,0.07458948006204605,0.27328587548514416,0.8095320760140446
64,2.133312,0.07606641890074764,0.27523022210404335,0.8136656157692501
65,2.166645,0.0762811444285249,0.2777670356914023,0.812250912883061
66,2.1999779999999998,0.07456582727412915,0.2767804095562614,0.8125640379330434
67,2.233311,0.074799476768591,0.27539154289001894,0.8092010362354893
68,2.266644,0.07473220732918746,0.2540328425488814,0.814264381118208
69,2.2999769999999997,0.07484426425235624,0.11572367480776058,0.8018521933296155
70,2.33331,0.07336907470825073,0.1041001874663508,0.8137997532118966
71,2.366643,0.07475948556000385,0.12034957940115548,0.8013350204780328
72,2.3999759999999997,0.07336887790646573,0.2049004415243214,0.8254685251922708
73,2.433309,0.09584261432215367,0.23565925483249114,0.8302777002208318
74,2.466642,0.08547968909457787,0.25864718702101636,0.8254271240924905
75,2.499975,0.08253028997830343,0.26885648083728125,0.8209642186114203
76,2.533308,0.09980798549641866,0.2701557316062614,0.823090065756371
77,2.5666409999999997,0.09310660694175116,0.2847211393066016,0.819850886832531
78,2.599974,0.09450073699023699,0.275948770405461,0.820591544897894
79,2.633307,0.12397774357856155,0.27924087682080534,0.8243689971584895
80,2.6666399999999997,0.12797026965798572,0.27287305317132904,0.821290006645108
81,2.699973,0.13295046685042375,0.2782422258676694,0.8182932820161282
82,2.733306,0.1359551961246145,0.280330148133382,0.8244463702980568
83,2.766639,0.14007612560970595,0.2840643273285185,0.8126797302832297
84,2.799972,0.14356905165043554,0.28292855958271484,0.8137818415995669
85,2.8333049999999997,0.1383068155581336,0.2939808188209917,0.8115436452036549
86,2.866638,0.14917698583508698,0.27831134151217,0.813429205651104
87,2.899971,0.14847426800832808,0.2939322134153776,0.8188444315089554
88,2.9333039999999997,0.14280908509070808,0.2907572178938127,0.8207258152582703
89,2.966637,0.14469573884066778,0.29706430860691374,0.8291280218570604
90,2.99997,0.18265453369097098,0.2879719849085779,0.8433056622292868
91,3.0333029999999996,0.17344118313844736,0.2843879087275912,0.836587579009525
92,3.066636,0.18113820458872945,0.2939432694952506,0.8335857718096366
93,3.0999689999999998,0.18041737759653384,0.2846602198443587,0.8339909237417192
94,3.133302,0.1340345122696396,0.27966356855213736,0.8411935938976787
95,3.166635,0.07454511308874562,0.28719797823603266,0.8358424438723662
96,3.1999679999999997,0.07080179651499885,0.2707108420163501,0.8415649758665352
97,3.233301,0.07156650988553477,0.20796451126583548,0.8472460187088943
98,3.266634,0.11002154913374577,0.09061645741934413,0.8237088329517437
99,3.2999669999999997,0.13912993338569604,0.06890758054212984,0.8067364842986369
100,3.3333,0.13683552309810854,0.1052422391406388,0.8043639914098686
101,3.3666329999999998,0.15075697109970612,0.2072901654042667,0.8272674387744557
102,3.399966,0.1621837437199257,0.2533221186116168,0.8351242935597529
103,3.433299,0.1717955826003988,0.2749250541473429,0.8296017551373599
104,3.4666319999999997,0.1770360070172374,0.2806500266231432,0.8268861625433996
105,3.499965,0.18339921355782984,0.28869412380044324,0.8290671856725988
106,3.533298,0.1838932648165778,0.2985501929956834,0.8255190420085123
107,3.5666309999999997,0.18170564040235182,0.3052439952348376,0.8241898153696645
108,3.599964,0.16938484901142686,0.2950569862801773,0.8232111420538062
109,3.6332969999999998,0.16118679812871103,0.30055622217851397,0.8142511029385984
110,3.6666299999999996,0.16005334750565042,0.3054064954732034,0.814415568300024
111,3.699963,0.16199260745442018,0.3030279565651633,0.8136081537253984
112,3.7332959999999997,0.17395831158444564,0.29928342893841753,0.8207291169797869
113,3.766629,0.17370391571443333,0.30499693951720297,0.8205983619612909
114,3.799962,0.16483664853733643,0.29272815646457623,0.8194803825926353
115,3.8332949999999997,0.17788703175263132,0.3058789234742443,0.8275521327019978
116,3.866628,0.1913535241719839,0.30606932174497925,0.8364933661469866
117,3.899961,0.221405491194161,0.31414176515694814,0.8407601169604245
118,3.9332939999999996,0.22710895743453632,0.3163879074358893,0.8435012039777547
119,3.966627,0.22061845970069277,0.32210159162595553,0.8378412409893605
120,3.9999599999999997,0.17264206777732946,0.3139474017165599,0.8192114325856058
121,4.033293,0.13029944793637874,0.30064665776770155,0.809249674129784
122,4.066625999999999,0.13355275005996803,0.307391386609436,0.8083974674593141
123,4.099959,0.14788833783356067,0.2963968126109956,0.8074281445336383
124,4.133292,0.1642935222511176,0.29071231501885375,0.8057347305254906
125,4.166625,0.16664754113158498,0.29171302683965317,0.8053183147686026
126,4.199958,0.16063791806650052,0.2878923163772934,0.8100069501710532
127,4.2332909999999995,0.16356229798001945,0.2742407586706247,0.8070295873561357
128,4.266624,0.15362807484841567,0.26950369441834476,0.8030158236293885
129,4.299957,0.1485521001640263,0.27617394070532675,0.8007796506596465
130,4.33329,0.1436521814228279,0.2872131549237713,0.7981835436499574
131,4.366623,0.1368546163860512,0.28641458642371087,0.7997799251915654
132,4.3999559999999995,0.13283540102437394,0.2976581302805076,0.7903251371640425
133,4.433288999999999,0.13245506632519233,0.283763575222135,0.7969387086832879
134,4.466622,0.1235055543139525,0.2955935335773123,0.7975604604057996
135,4.499955,0.10928597117078237,0.293202096989288,0.7958721508591685
136,4.533288,0.09405493416959297,0.16847279189075254,0.7986824977994612
137,4.566621,0.07605531343132241,0.10789464076365542,0.8111767633887655
138,4.599953999999999,0.07885980371059936,0.1328842628387926,0.8100436513497299
139,4.633287,0.07557571543552548,0.14556678208428936,0.7891408994924918
140,4.66662,0.07444977085064869,0.27209571465335314,0.8040474687099273
141,4.699953,0.07256247092445556,0.3151509857144479,0.7928649115930212
142,4.733286,0.07696228781246882,0.3149974589669451,0.7866219386760657
143,4.7666189999999995,0.076587660092976,0.32732687612991485,0.7814952737392494
144,4.799951999999999,0.07886389669188497,0.3221927480135149,0.7894196943291484
145,4.833285,0.08912590332406821,0.292078509008457,0.7986078224517302
146,4.866618,0.07044006475676039,0.13040670747019809,0.798279973779601
147,4.899951,0.08069540176838676,0.10890881437041486,0.8056271120422547
148,4.933284,0.07413024382425877,0.1911981973546525,0.8054865568699565
149,4.966616999999999,0.07418464692847772,0.22862974980445167,0.8220704118290997
150,4.99995,0.07678549278501239,0.26883827554637235,0.8102008356078981
151,5.033283,0.07415051429475682,0.2854509251590899,0.8046457472075095
152,5.066616,0.07163025197401295,0.28358623118439413,0.8060015937885937
153,5.099949,0.0747296257029131,0.2831415955251433,0.8072336377434547
154,5.1332819999999995,0.07446533408179563,0.2946218238989463,0.8041833811134815
155,5.166615,0.07414984513879673,0.2914836147143574,0.8029593086435441
156,5.199948,0.07469082098576571,0.28785964010809073,0.8110224714972961
157,5.233281,0.07645831296011424,0.28965760433810517,0.812708045376464
158,5.266614,0.075569409435749,0.28887718971579496,0.8083680008464595
159,5.2999469999999995,0.07529199871978014,0.28643526718341183,0.8069208505333909
