idx,time_sec,mar,ear,yaw,roll
0,0.0,0.07652601039837656,0.2888364000561755,2.9862144562174553,2.2582757822501986
1,0.033333,0.0737060027835626,0.2874357509088812,2.24692188382245,2.1073099779345603
2,0.066666,0.07241302834976152,0.30140047303252737,0.12053766675717693,1.7612090765136543
3,0.09999899999999999,0.07465594783353266,0.2884110068366885,1.25051366861659,1.638676867266328
4,0.133332,0.07423009577573562,0.2642173139203355,3.1713520516432183,1.5177296847760744
5,0.16666499999999998,0.07403360816799262,0.13224280094206498,-2.0944336641057792,0.8285056243055094
6,0.19999799999999998,0.07491542553730751,0.10334637380380388,-1.3191957167269932,1.212176024057934
7,0.23333099999999998,0.07380628460932336,0.13236728711646223,-2.2501416821198403,0.9343932615841675
8,0.266664,0.07608297160442219,0.20967178036485234,0.036186190949849414,1.3741264823464647
9,0.29999699999999996,0.07483126902132453,0.22768676902568052,1.139977546579143,1.7978944821760523
10,0.33332999999999996,0.07185512689589088,0.2625363587640345,0.5422044117942665,1.9553781568755293
11,0.36666299999999996,0.07354513095753717,0.2692006884748491,1.9962410492857947,2.4677934820327665
12,0.39999599999999996,0.07212357508666682,0.27001680969503294,1.0363229663015332,2.426782422379758
13,0.43332899999999996,0.07429854896413511,0.2636120850644274,1.7068832782911625,2.5464795807109795
14,0.46666199999999997,0.07327350005564366,0.27430450663220884,3.566373757744704,2.575774112272766
15,0.49999499999999997,0.07197374053223322,0.2724832694963021,0.3773579497582927,2.1418492338165764
16,0.533328,0.07283978265162924,0.27070411025225005,2.6344532600584376,2.194410041130477
17,0.566661,0.0730616224210355,0.27536752042499946,3.8376807651312097,2.4245345304483235
18,0.5999939999999999,0.07289939784247723,0.29130507702017866,0.750751833800274,1.955095130029368
19,0.633327,0.0723232049168437,0.28008559023438007,0.7762979416873712,1.7941259147546351
20,0.6666599999999999,0.07221616813622508,0.28044685546930703,4.7878702023788176,1.9910695138998455
21,0.699993,0.07389949855482386,0.2813836239158445,1.8796456397995192,1.7340253671514174
