idx,time_sec,mar,ear,yaw,roll
0,0.0,0.17390006632226854,0.3181757781231892,10.058855486362875,-0.18774962772636164
1,0.033333,0.15833877631987012,0.30707987430223316,-1.6896209537549653,-0.7336521046002147
2,0.066666,0.15251043241544712,0.3067285997047429,5.003125676864291,-0.8220012465896627
3,0.09999899999999999,0.16297801326671066,0.30992668945577784,6.625220003762815,-0.5473906659460408
4,0.133332,0.16285291986279762,0.31395748081112884,7.784221427558378,-0.12725212133213384
5,0.16666499999999998,0.16951507726050147,0.32741615882111297,7.460015911555716,0.2685629327582326
6,0.19999799999999998,0.16459802053103284,0.31017456086050904,5.400523116842574,0.6539104108539557
7,0.23333099999999998,0.1742454907694267,0.3171326994895821,2.3533284759375026,0.8287002703336454
8,0.266664,0.17016733682052146,0.31367178983834776,6.572631208134035,0.9035032221105976
9,0.29999699999999996,0.16199812145584735,0.30429816967556667,5.1789051530785875,0.9131333489566354
10,0.33332999999999996,0.16184673290485033,0.31225501159222935,7.369453762214135,0.885340154274599
11,0.36666299999999996,0.170050967015046,0.3142551430329468,3.4202438336121284,1.0643564604053395
12,0.39999599999999996,0.1710113095387192,0.31243941680513926,-3.5084800404362784,0.6892507141595654
13,0.43332899999999996,0.1666274087768722,0.31631611975181334,-4.085547050807275,1.1310670811936725
14,0.46666199999999997,0.16893039002017107,0.3284715763619179,-0.7959195097807998,1.166759416515306
15,0.49999499999999997,0.1645872005294923,0.32047324113181147,1.7426818171200926,1.0948728084869919
16,0.533328,0.1674229106628099,0.31456453005205154,2.1182083042117634,0.8093816128628383
17,0.566661,0.1737361492962238,0.31668953698674385,1.5694657630443385,0.4553945871959976
18,0.5999939999999999,0.16615103803434964,0.30963432327440243,3.3195765919293936,0.41463844573021785
19,0.633327,0.16527179940133527,0.3152111840572439,3.6107387993325677,0.08067360430971048
20,0.6666599999999999,0.18125517940309294,0.3328630149014138,5.219534679270595,-0.12591808560828932
21,0.699993,0.18619419298743922,0.32237778916443754,5.0834949447068105,0.8471832372663575
22,0.7333259999999999,0.17485337460208752,0.30164937624549265,2.171230688720085,0.19614783939913102
23,0.766659,0.17261451962972776,0.3270641623961713,3.167483271640525,0.4431188560997243
24,0.7999919999999999,0.18447048660068494,0.32435100071845535,9.14979367366842,0.3832774883999582
25,0.833325,0.18053443572292344,0.3156677434017723,11.480595799474619,1.013745100445813
26,0.8666579999999999,0.1789946368936909,0.317510860750017,6.854305243687103,0.35064002731640215
27,0.899991,0.16477861536997404,0.31708064759641874,2.568007853040003,0.17230590848448624
28,0.9333239999999999,0.17176229535742968,0.3369689004041697,5.569542173089963,0.38372396184735313
29,0.966657,0.19328099785374409,0.3368635062423768,13.520320017129418,0.4258804594056619
30,0.9999899999999999,0.15501776341808246,0.3159776306562737,12.034974491889686,0.7545207755218419
31,1.033323,0.17188876586478982,0.30652669154094514,6.305032297319418,0.5230163254997473
32,1.066656,0.18614059418325346,0.3214129234908989,10.861578986512816,1.0709464938251148
33,1.0999889999999999,0.17836599977359213,0.3335277355752573,13.64254373012431,0.95309647528151
34,1.133322,0.1560850949451126,0.29544264787206787,4.708707289200609,0.9402289721445669
35,1.166655,0.15002094934403765,0.31141556753179206,3.8149761262295723,1.1101621102334966
36,1.1999879999999998,0.1646875302527349,0.30868862795888263,-1.4401243320088735,0.41333557306539775
37,1.233321,0.15776834109186186,0.3191258041535554,-0.5599720871729005,0.540398376403434
38,1.266654,0.166998286126619,0.3232477029368842,0.040242317074839384,0.46580703405855245
39,1.299987,0.15938933888362392,0.3084326260131506,-1.6819262517435507,0.45959574397767283
40,1.3333199999999998,0.15839134307476635,0.3190541703297718,0.3931502726272186,0.6326835471705055
41,1.366653,0.16529545003774726,0.3063253709461193,3.497595316748623,0.9737857685985325
42,1.399986,0.1595092514103598,0.3102991669244642,3.968879192816182,0.8211493582570019
43,1.433319,0.15682264416373817,0.31634352465932714,3.5094600470043456,0.713595136254179
44,1.4666519999999998,0.16281529797756406,0.3143505139813895,4.709201260359236,0.7902243998709882
45,1.499985,0.16399403833488202,0.3185843882045959,3.191092857687063,0.7466437462797745
46,1.533318,0.16208382387560674,0.31180096528596135,4.103782251781591,0.7539480436851779
47,1.566651,0.1583035054484817,0.31832993820206523,-0.8130051647295422,0.4964242346479488
48,1.5999839999999999,0.16507984213464852,0.3178490739074321,1.1659307835960668,0.6457216300118663
49,1.633317,0.15585093048499402,0.31583494821807095,2.982660103683981,0.6857755135309428
50,1.66665,0.16082334080669022,0.31287030221761586,3.216634587333318,0.8489909845541185
51,1.699983,0.15844189923075008,0.31486059847732895,5.467857410058143,0.7214666440231885
52,1.7333159999999999,0.16428189773365715,0.31237707540436577,2.7225773807049305,0.694415921599049
53,1.766649,0.16029052090472226,0.3057398917184506,1.2724989288961,0.7865452258241006
