idx,time_sec,mar,ear,yaw,roll
0,0.0,0.060529047688138646,0.2283348048264812,9.122284303178336,-0.421953247136364
1,0.033333,0.1743932237618303,0.1728072395265507,10.092240497464928,-0.3877085721788249
2,0.066666,0.12284186471119962,0.0913792854484403,11.406375247254033,-2.288111095437327
3,0.09999899999999999,0.12310485976177585,0.08659848175212179,9.869616017834419,-5.632278682026019
4,0.133332,0.13681556767810574,0.0996434249200547,11.130550256291222,-5.916965829907065
5,0.16666499999999998,0.15030982307970925,0.10146895374564814,9.719290685786206,-4.968229625728291
6,0.19999799999999998,0.1251513845087063,0.16666915285992828,6.143736479890065,-4.310986522606644
7,0.23333099999999998,0.13188243718442702,0.20623986031805208,4.104706802829637,-3.8440214997666238
8,0.266664,0.20535718884279172,0.21655585589906545,0.003418749129206141,-3.0791603420447826
9,0.29999699999999996,0.09361692929639763,0.23781544558504797,0.259326967039306,-2.778846962517318
10,0.33332999999999996,0.11536709395231337,0.2165307770497612,-4.515405059102105,-2.0672178851033807
11,0.36666299999999996,0.11460725506919775,0.23332847415695598,-3.5180899311034617,-2.557354062753775
12,0.39999599999999996,0.12249325735779036,0.22470824550719692,-4.60864124667033,-2.35750658722316
13,0.43332899999999996,0.11374559378277475,0.22069738533016792,-0.030305550710831446,-2.0426397149329194
14,0.46666199999999997,0.1146777894601238,0.2148369637067359,-1.9526358895155318,-2.88276530185982
15,0.49999499999999997,0.1163785784300757,0.22122057209936885,-3.3810089322850896,-2.7305145711624745
16,0.533328,0.12408471599935975,0.24233286495216236,0.07395842199065789,-7.254927451503948
17,0.566661,0.1257149384064448,0.27419106984227204,-6.336153163307627,-4.86712163218179
18,0.5999939999999999,0.09354080610144244,0.22358942440630805,-12.698383839637044,-3.5184609040171155
19,0.633327,0.06880453263678207,0.28345943174069127,-7.137857847448531,-4.102812776576598
20,0.6666599999999999,0.07827278018763667,0.3001671738827666,8.156822497370195,-1.7386756501741232
21,0.699993,0.08017385487973867,0.2778299484750719,10.130683173675713,-1.4449639306727213
22,0.7333259999999999,0.11577680797399945,0.27118894459910836,10.714161728327326,-2.517682788353869
23,0.766659,0.12263738981934844,0.28670775881894284,12.47536661426183,-2.4240717597803783
24,0.7999919999999999,0.12100271302031416,0.2929282970691002,10.309609580893456,-2.230141702177367
25,0.833325,0.11816416931531454,0.29789294510702413,9.539175563969666,-2.0683638389159507
26,0.8666579999999999,0.12391126622493252,0.2885152475132209,8.707203648903388,-1.8447847612616626
27,0.899991,0.12548689894144321,0.2813846551686958,6.503599127732545,-1.8037333141507819
28,0.9333239999999999,0.13860730440405716,0.2699948434216426,1.4119402348752277,-1.1680131593083034
29,0.966657,0.1421109174436007,0.29461635316109613,-2.4519931124558383,-0.7241509163449283
30,0.9999899999999999,0.14743052803427772,0.2925037465194973,-5.985639811179605,-0.33235810132464794
31,1.033323,0.14699565169858297,0.2971087503163982,-9.774687921022137,-0.05206303418819064
